0_x,0_y,0_z,0_vis,1_x,1_y,1_z,1_vis,2_x,2_y,2_z,2_vis,3_x,3_y,3_z,3_vis,4_x,4_y,4_z,4_vis,5_x,5_y,5_z,5_vis,6_x,6_y,6_z,6_vis,7_x,7_y,7_z,7_vis,8_x,8_y,8_z,8_vis,9_x,9_y,9_z,9_vis,10_x,10_y,10_z,10_vis,11_x,11_y,11_z,11_vis,12_x,12_y,12_z,12_vis,13_x,13_y,13_z,13_vis,14_x,14_y,14_z,14_vis,15_x,15_y,15_z,15_vis,16_x,16_y,16_z,16_vis,17_x,17_y,17_z,17_vis,18_x,18_y,18_z,18_vis,19_x,19_y,19_z,19_vis,20_x,20_y,20_z,20_vis,21_x,21_y,21_z,21_vis,22_x,22_y,22_z,22_vis,23_x,23_y,23_z,23_vis,24_x,24_y,24_z,24_vis,25_x,25_y,25_z,25_vis,26_x,26_y,26_z,26_vis,27_x,27_y,27_z,27_vis,28_x,28_y,28_z,28_vis,29_x,29_y,29_z,29_vis,30_x,30_y,30_z,30_vis,31_x,31_y,31_z,31_vis,32_x,32_y,32_z,32_vis
-0.5133461952209473,-0.48686420917510986,0.97832852602005,1.0,-0.537283718585968,-0.46833106875419617,0.9074379205703735,1.0,-0.551415205001831,-0.46815985441207886,0.9071592092514038,0.9999890327453613,-0.5657932758331299,-0.4680015742778778,0.9073207378387451,1.0,-0.49742552638053894,-0.46946612000465393,0.8909456133842468,1.0,-0.4838520288467407,-0.4695945680141449,0.8912481069564819,0.9999816417694092,-0.47019919753074646,-0.4699602425098419,0.8917557001113892,1.0,-0.592365562915802,-0.4800386428833008,0.4973450005054474,0.9999909400939941,-0.4595925807952881,-0.48124241828918457,0.40562012791633606,0.9999830722808838,-0.5451155304908752,-0.5071127414703369,0.8288083076477051,0.9999563694000244,-0.4921974837779999,-0.5077065229415894,0.8016524314880371,0.9999316930770874,-0.7011665105819702,-0.5797010064125061,0.2590498626232147,0.9998410940170288,-0.36981308460235596,-0.5830057859420776,0.18824952840805054,0.9987284541130066,-0.9460572600364685,-0.5997373461723328,0.7962009906768799,0.9983229041099548,-0.09631204605102539,-0.6096681356430054,0.780093789100647,0.9946886301040649,-0.8531538248062134,-0.4750829339027405,1.454310417175293,0.9983921647071838,-0.1764204353094101,-0.47453802824020386,1.40972900390625,0.9939306974411011,-0.8399503827095032,-0.4408699870109558,1.617875337600708,0.9878931641578674,-0.1876092553138733,-0.43569910526275635,1.5732085704803467,0.9597570896148682,-0.8047951459884644,-0.4390794336795807,1.5441033840179443,0.9857779741287231,-0.2313109040260315,-0.4357254207134247,1.4987740516662598,0.9529832005500793,-0.7987239360809326,-0.4588468670845032,1.4480392932891846,0.9838982224464417,-0.24105659127235413,-0.45694464445114136,1.4075700044631958,0.9543508887290955,-0.6166754961013794,-0.8997858762741089,0.049155332148075104,0.8526729345321655,-0.4083222448825836,-0.893456220626831,-0.05140572413802147,0.8520216345787048,-0.6087898015975952,-1.129905343055725,0.13607023656368256,0.15502962470054626,-0.39881792664527893,-1.1210079193115234,0.0012333507183939219,0.2669602930545807,-0.5923182368278503,-1.3400163650512695,-0.5825611352920532,0.004263978451490402,-0.4055947959423065,-1.337836503982544,-0.6788023114204407,0.005040112417191267,-0.5939573049545288,-1.368342399597168,-0.625992476940155,0.004403493832796812,-0.408791184425354,-1.367626428604126,-0.7122929096221924,0.0045278859324753284,-0.5638997554779053,-1.4022345542907715,-0.16918793320655823,0.0012973351404070854,-0.41417866945266724,-1.4001895189285278,-0.23601049184799194,0.001424633082933724
-0.5160508155822754,-0.48778584599494934,0.8016690611839294,1.0,-0.5409579873085022,-0.46953675150871277,0.7457050085067749,1.0,-0.554931640625,-0.4696144461631775,0.7455587983131409,0.9999774694442749,-0.5691832900047302,-0.4696941673755646,0.7456573247909546,1.0,-0.5016235709190369,-0.470057874917984,0.730872392654419,1.0,-0.48821982741355896,-0.4699983596801758,0.73114413022995,0.9999517202377319,-0.474740207195282,-0.47015225887298584,0.7315621376037598,1.0,-0.5956770777702332,-0.4810750186443329,0.404231995344162,0.9999804496765137,-0.4639306366443634,-0.48039892315864563,0.3210374712944031,0.999967098236084,-0.5464099645614624,-0.5084575414657593,0.675384521484375,0.9999186992645264,-0.49459248781204224,-0.5082724690437317,0.6512412428855896,0.9998539686203003,-0.7032378911972046,-0.579433023929596,0.1986646056175232,0.9999477863311768,-0.37108874320983887,-0.5812179446220398,0.13244619965553284,0.9993182420730591,-0.9417906999588013,-0.6082074046134949,0.6459728479385376,0.9990085959434509,-0.10364647954702377,-0.6100673079490662,0.6542295217514038,0.9968407154083252,-0.8523756265640259,-0.47957220673561096,1.2001739740371704,0.9990793466567993,-0.1763281226158142,-0.474809855222702,1.192706823348999,0.9971544742584229,-0.842149019241333,-0.44487833976745605,1.3479788303375244,0.9924107789993286,-0.18755726516246796,-0.43577900528907776,1.3287793397903442,0.9809442162513733,-0.8066811561584473,-0.4400337338447571,1.2698843479156494,0.9908257126808167,-0.22965776920318604,-0.43439981341362,1.2658812999725342,0.9778599739074707,-0.7993449568748474,-0.4597012996673584,1.189315915107727,0.9898887276649475,-0.2409372329711914,-0.4558559060096741,1.1909599304199219,0.9791043996810913,-0.6234327554702759,-0.902614414691925,0.04892226681113243,0.9674034714698792,-0.4137871563434601,-0.8967285752296448,-0.05137806758284569,0.9606166481971741,-0.6081047654151917,-1.1276618242263794,0.15177585184574127,0.1359785944223404,-0.4061151146888733,-1.1186822652816772,0.016641765832901,0.1281438022851944,-0.5888605713844299,-1.334474802017212,-0.4560036063194275,0.0028349710628390312,-0.40997159481048584,-1.33027982711792,-0.5596689581871033,0.0025099420454353094,-0.5925363302230835,-1.362234115600586,-0.492460161447525,0.0043850066140294075,-0.4117960035800934,-1.3597397804260254,-0.5867205262184143,0.0037064075004309416,-0.5467436909675598,-1.3966540098190308,-0.10578921437263489,0.0008885906427167356,-0.41656288504600525,-1.3920314311981201,-0.1777702122926712,0.0008040503016673028
-0.5173245072364807,-0.4867226779460907,0.7867774963378906,1.0,-0.5423017144203186,-0.46877387166023254,0.7301782369613647,1.0,-0.5561882257461548,-0.46892815828323364,0.7299556732177734,0.9999366998672485,-0.5703606605529785,-0.4690810441970825,0.7299529910087585,1.0,-0.5032919049263,-0.46915119886398315,0.715406596660614,1.0,-0.4899183213710785,-0.46906012296676636,0.7158805131912231,0.999904990196228,-0.4764733910560608,-0.4691736698150635,0.716561496257782,1.0,-0.5962567925453186,-0.4807896018028259,0.3906436264514923,0.9999357461929321,-0.46545207500457764,-0.4795423746109009,0.3072893023490906,0.9999412298202515,-0.5470010638237,-0.5076354146003723,0.661638081073761,0.9998124241828918,-0.49546197056770325,-0.5072898864746094,0.6372501254081726,0.999748170375824,-0.7002623677253723,-0.5794844627380371,0.17935198545455933,0.9998452663421631,-0.37144798040390015,-0.5806899070739746,0.1157582476735115,0.9991267323493958,-0.9408068060874939,-0.6088568568229675,0.5961313843727112,0.9989392161369324,-0.10900335013866425,-0.6114763021469116,0.5764731764793396,0.996199905872345,-0.8512269854545593,-0.48089635372161865,1.1605236530303955,0.9990550875663757,-0.17620372772216797,-0.47522449493408203,1.064457654953003,0.9961257576942444,-0.842195451259613,-0.4465217888355255,1.3144487142562866,0.9924229979515076,-0.18698544800281525,-0.43569594621658325,1.193784475326538,0.9754237532615662,-0.8057727217674255,-0.4413183331489563,1.2420220375061035,0.9908460974693298,-0.22508668899536133,-0.43357905745506287,1.135840654373169,0.9713438153266907,-0.7980173230171204,-0.4606286883354187,1.1541022062301636,0.9904976487159729,-0.23729419708251953,-0.45507997274398804,1.0638208389282227,0.9733100533485413,-0.6191282272338867,-0.9014362692832947,0.04897138103842735,0.9587876796722412,-0.411777526140213,-0.895865261554718,-0.05156968906521797,0.9659609794616699,-0.6114575862884521,-1.124139428138733,0.1607278287410736,0.1687086969614029,-0.40785181522369385,-1.1172330379486084,0.01900998130440712,0.1689252108335495,-0.5918529033660889,-1.3301730155944824,-0.4429888129234314,0.0038422406651079655,-0.4148547649383545,-1.3274191617965698,-0.5455148220062256,0.003444649977609515,-0.5961794853210449,-1.357498049736023,-0.4794623851776123,0.005951907020062208,-0.4157559275627136,-1.3565772771835327,-0.5721595287322998,0.004798281006515026,-0.5499113202095032,-1.3927345275878906,-0.09964016079902649,0.0010988906724378467,-0.4245774745941162,-1.388622760772705,-0.16846266388893127,0.0009987158700823784
-0.5177807807922363,-0.48671936988830566,0.7707277536392212,1.0,-0.5422945618629456,-0.4687306880950928,0.7143614888191223,1.0,-0.5560791492462158,-0.4688338339328766,0.7141401171684265,0.9999427795410156,-0.5701536536216736,-0.4689302444458008,0.7141242027282715,1.0,-0.5034940838813782,-0.4691808819770813,0.6994178295135498,1.0,-0.49017319083213806,-0.4691070318222046,0.6998432874679565,0.9999018907546997,-0.4767860174179077,-0.46922895312309265,0.7004222273826599,1.0,-0.5957676768302917,-0.4802328646183014,0.374896764755249,0.9999417066574097,-0.4657648801803589,-0.4792845845222473,0.2904324233531952,0.9999390840530396,-0.5472875237464905,-0.507347583770752,0.6449838280677795,0.9998393058776855,-0.4961595833301544,-0.5071418285369873,0.6204048991203308,0.9997498393058777,-0.6993323564529419,-0.5784183740615845,0.1583786904811859,0.9999151229858398,-0.3724197447299957,-0.5798158049583435,0.09159516543149948,0.999386191368103,-0.9365327954292297,-0.6132092475891113,0.5598844289779663,0.9991075396537781,-0.10872451961040497,-0.6121690273284912,0.5549576282501221,0.9972012042999268,-0.8507734537124634,-0.48346951603889465,1.1081230640411377,0.9992966651916504,-0.17556385695934296,-0.4755752384662628,1.044403314590454,0.9970576763153076,-0.842903196811676,-0.4484507739543915,1.2593728303909302,0.9940145611763,-0.18516498804092407,-0.43583256006240845,1.1713231801986694,0.978509247303009,-0.806681752204895,-0.44268909096717834,1.1842758655548096,0.9925923347473145,-0.22189569473266602,-0.4335172176361084,1.1093355417251587,0.9745553731918335,-0.7982212901115417,-0.46195873618125916,1.0993666648864746,0.9921528697013855,-0.23440855741500854,-0.45509859919548035,1.0419671535491943,0.9764535427093506,-0.619321346282959,-0.8997601866722107,0.04973156750202179,0.9651987552642822,-0.41241878271102905,-0.8943350315093994,-0.052596565335989,0.9656847715377808,-0.6123645305633545,-1.1228363513946533,0.17714868485927582,0.16495473682880402,-0.40806710720062256,-1.1150987148284912,0.02893509715795517,0.1549254059791565,-0.5936960577964783,-1.3295997381210327,-0.41464340686798096,0.0033908337354660034,-0.4155585765838623,-1.3250856399536133,-0.5368433594703674,0.0028200196102261543,-0.5992518067359924,-1.3572453260421753,-0.4502282440662384,0.0054744333028793335,-0.41677185893058777,-1.3542128801345825,-0.5638497471809387,0.004306233953684568,-0.5520281791687012,-1.3921252489089966,-0.06608279794454575,0.0009387803147546947,-0.42395997047424316,-1.3865630626678467,-0.15920457243919373,0.0008088532485999167
-0.5192393064498901,-0.4872839152812958,0.8332249522209167,1.0,-0.5430108904838562,-0.4690024256706238,0.7728860974311829,1.0,-0.5567885637283325,-0.4690137207508087,0.7726652026176453,0.9999568462371826,-0.5708492398262024,-0.4690191149711609,0.7726953625679016,1.0,-0.5039997100830078,-0.4696303606033325,0.7604324221611023,1.0,-0.4905604422092438,-0.4696022570133209,0.7608368396759033,0.9999291896820068,-0.4770551323890686,-0.4697690010070801,0.7614018321037292,1.0,-0.5960053205490112,-0.48002758622169495,0.41193869709968567,0.9999593496322632,-0.4654073715209961,-0.47965824604034424,0.33449772000312805,0.9999527931213379,-0.5487403273582458,-0.5077071785926819,0.6997906565666199,0.999862551689148,-0.49758774042129517,-0.5077475309371948,0.6778368949890137,0.999795138835907,-0.7018864154815674,-0.5778898596763611,0.18648146092891693,0.9998990297317505,-0.3728031516075134,-0.5799068212509155,0.1315981149673462,0.9992302656173706,-0.9367599487304688,-0.6106504797935486,0.6311098337173462,0.9988539218902588,-0.10932330042123795,-0.6125179529190063,0.6533541679382324,0.9959646463394165,-0.8520746827125549,-0.4822874069213867,1.2159608602523804,0.9989742040634155,-0.17552408576011658,-0.47486093640327454,1.1840568780899048,0.9954522252082825,-0.8427742123603821,-0.4477534294128418,1.373658299446106,0.991430938243866,-0.18502424657344818,-0.4350508153438568,1.3212823867797852,0.9689264893531799,-0.8068805932998657,-0.44218528270721436,1.2979437112808228,0.989574134349823,-0.22156544029712677,-0.43315887451171875,1.2573899030685425,0.96355140209198,-0.7989374399185181,-0.46150174736976624,1.2082011699676514,0.9886941313743591,-0.2339509129524231,-0.45463258028030396,1.182236671447754,0.9660522937774658,-0.6266356110572815,-0.8989621996879578,0.0475701242685318,0.9528058171272278,-0.4182395935058594,-0.8942245244979858,-0.05062343180179596,0.9539056420326233,-0.6224558353424072,-1.121522307395935,0.17174386978149414,0.1383875161409378,-0.41406649351119995,-1.1147282123565674,0.03287481144070625,0.1444784551858902,-0.6011393070220947,-1.3285127878189087,-0.437188982963562,0.003104117698967457,-0.4207594692707062,-1.3248159885406494,-0.5476645827293396,0.002715158509090543,-0.6047055721282959,-1.3562573194503784,-0.4734804034233093,0.0046709137968719006,-0.4214385151863098,-1.3538439273834229,-0.5749098062515259,0.0037069269455969334,-0.5669621825218201,-1.3908600807189941,-0.077285036444664,0.0008475661743432283,-0.4327681362628937,-1.386580467224121,-0.15445411205291748,0.000748084275983274
-0.5191577076911926,-0.48702093958854675,0.7931380271911621,1.0,-0.5428200960159302,-0.4685809314250946,0.737667977809906,1.0,-0.5566356778144836,-0.46856239438056946,0.7374826669692993,0.9999574422836304,-0.5707377791404724,-0.46853888034820557,0.7375155687332153,1.0,-0.5037049055099487,-0.46928244829177856,0.7257298231124878,1.0,-0.490183562040329,-0.46927276253700256,0.7261539697647095,0.9999306201934814,-0.47659972310066223,-0.469460666179657,0.7267581224441528,1.0,-0.5957785248756409,-0.47958889603614807,0.3971976935863495,0.9999586343765259,-0.46477726101875305,-0.4794297218322754,0.3251934349536896,0.9999476671218872,-0.548698365688324,-0.5074657797813416,0.6669687628746033,0.9998481273651123,-0.4974093735218048,-0.5075915455818176,0.6461945176124573,0.9997755885124207,-0.7015435099601746,-0.577607274055481,0.18297143280506134,0.9998856782913208,-0.37230929732322693,-0.5798323750495911,0.13260680437088013,0.9990211725234985,-0.9354097247123718,-0.6102890968322754,0.6083066463470459,0.9991681575775146,-0.10766393691301346,-0.6117892265319824,0.6235998272895813,0.996994137763977,-0.8516333699226379,-0.48138654232025146,1.1661146879196167,0.9993040561676025,-0.1755167841911316,-0.4743487536907196,1.0996390581130981,0.9964109063148499,-0.8421881794929504,-0.44664064049720764,1.3158411979675293,0.9940958023071289,-0.1852894425392151,-0.43497583270072937,1.2264665365219116,0.9739776849746704,-0.806333601474762,-0.4412901997566223,1.2394565343856812,0.9928129315376282,-0.22208255529403687,-0.4322587847709656,1.1594727039337158,0.9691154360771179,-0.7984393835067749,-0.46074116230010986,1.1572331190109253,0.9923557043075562,-0.2341545820236206,-0.45425891876220703,1.0950536727905273,0.9713442921638489,-0.625756025314331,-0.9000909328460693,0.047459810972213745,0.945151686668396,-0.4171600043773651,-0.8955393433570862,-0.05053750053048134,0.9453354477882385,-0.6206878423690796,-1.1219630241394043,0.1625317931175232,0.1792369782924652,-0.412308931350708,-1.1147584915161133,0.026251528412103653,0.16035328805446625,-0.5994604229927063,-1.3283432722091675,-0.4532983899116516,0.004210048820823431,-0.4182426929473877,-1.32381010055542,-0.5600406527519226,0.0034794870298355818,-0.6029925346374512,-1.3561266660690308,-0.4898982644081116,0.0064875842072069645,-0.41919201612472534,-1.3528165817260742,-0.5874864459037781,0.004925038665533066,-0.5665504932403564,-1.3906818628311157,-0.10161915421485901,0.0013128058053553104,-0.42897552251815796,-1.3849278688430786,-0.17833568155765533,0.0011248672381043434
-0.5205313563346863,-0.48628538846969604,0.8026670813560486,1.0,-0.5437741279602051,-0.4678809642791748,0.7433567643165588,1.0,-0.5575393438339233,-0.46783825755119324,0.7431223392486572,0.9999591112136841,-0.5715831518173218,-0.46779388189315796,0.7431572675704956,1.0,-0.5048916339874268,-0.4686530828475952,0.7298077940940857,1.0,-0.49136221408843994,-0.4686676859855652,0.730181872844696,0.9999256134033203,-0.4777650833129883,-0.4688873589038849,0.7306693196296692,1.0,-0.596038818359375,-0.47897905111312866,0.396671861410141,0.999964714050293,-0.46549922227859497,-0.4790615439414978,0.3164432942867279,0.9999469518661499,-0.549727201461792,-0.5066373348236084,0.6747318506240845,0.9998766183853149,-0.49850600957870483,-0.5068540573120117,0.6510998606681824,0.9997931122779846,-0.7008113265037537,-0.5770425796508789,0.17849120497703552,0.9999430179595947,-0.37215736508369446,-0.5797096490859985,0.11851295828819275,0.9994562268257141,-0.9356164336204529,-0.6069161891937256,0.5549072027206421,0.9992639422416687,-0.10645842552185059,-0.610257089138031,0.5785993337631226,0.9977710247039795,-0.8508824110031128,-0.479455828666687,1.040479302406311,0.9990656971931458,-0.1758078932762146,-0.4737513065338135,1.0482051372528076,0.9964491128921509,-0.8406429290771484,-0.444779634475708,1.1859097480773926,0.9913498163223267,-0.18636763095855713,-0.43466827273368835,1.1735334396362305,0.9728739857673645,-0.8050367832183838,-0.4402954578399658,1.1049340963363647,0.989025890827179,-0.22219112515449524,-0.4316062927246094,1.1071687936782837,0.967119038105011,-0.7974355220794678,-0.45974427461624146,1.0291800498962402,0.9887458682060242,-0.23423819243907928,-0.4540039896965027,1.0442596673965454,0.9693996906280518,-0.623350977897644,-0.8979219794273376,0.05040036141872406,0.9784517288208008,-0.41555845737457275,-0.8928626179695129,-0.05365699902176857,0.9786427021026611,-0.6178383827209473,-1.1214638948440552,0.16538573801517487,0.3069767355918884,-0.41061416268348694,-1.11349356174469,0.02126852422952652,0.28724321722984314,-0.5976183414459229,-1.3262158632278442,-0.45704543590545654,0.006779282819479704,-0.4169800579547882,-1.3218529224395752,-0.5854396820068359,0.006024535745382309,-0.6010663509368896,-1.3532993793487549,-0.4950099289417267,0.009021954610943794,-0.4184470474720001,-1.3507720232009888,-0.6148556470870972,0.007737939711660147,-0.564582884311676,-1.3904138803482056,-0.10930920392274857,0.001742507447488606,-0.42589157819747925,-1.3833082914352417,-0.1898733377456665,0.0016000979812815785
-0.5217615962028503,-0.48606064915657043,0.8254960775375366,1.0,-0.5438942909240723,-0.467484712600708,0.763014554977417,1.0,-0.5576013326644897,-0.46736249327659607,0.7627307176589966,0.9999693632125854,-0.5715845227241516,-0.4672394394874573,0.7626590132713318,1.0,-0.5049512386322021,-0.4684576690196991,0.7525997757911682,1.0,-0.49140167236328125,-0.46854469180107117,0.7531028985977173,0.9999574422836304,-0.4778807461261749,-0.46883532404899597,0.753771960735321,1.0,-0.5966852307319641,-0.4783966541290283,0.40515708923339844,0.9999692440032959,-0.4657819867134094,-0.4792211055755615,0.3359353542327881,0.9999716281890869,-0.5508303642272949,-0.5065325498580933,0.6934713125228882,0.9998972415924072,-0.49940696358680725,-0.5069824457168579,0.6729848980903625,0.9998512268066406,-0.7019640207290649,-0.5776557326316833,0.17950834333896637,0.9998779296875,-0.37212496995925903,-0.5798748135566711,0.14363974332809448,0.9993988275527954,-0.935637891292572,-0.6027598977088928,0.5875796675682068,0.9990307092666626,-0.1036951094865799,-0.6068471074104309,0.6108587384223938,0.9973757266998291,-0.8509015440940857,-0.47596845030784607,1.1129318475723267,0.9988952875137329,-0.1758102923631668,-0.4682770371437073,1.1184898614883423,0.9961082339286804,-0.8394532799720764,-0.4413798153400421,1.2517626285552979,0.9897302389144897,-0.18648912012577057,-0.4278317093849182,1.251145362854004,0.9707710146903992,-0.8033337593078613,-0.4375063180923462,1.1668473482131958,0.9875150918960571,-0.22259968519210815,-0.4264123737812042,1.1852377653121948,0.9650703072547913,-0.796450674533844,-0.4570483863353729,1.0970362424850464,0.9874320030212402,-0.23459947109222412,-0.44876495003700256,1.1155492067337036,0.9679006338119507,-0.6229096055030823,-0.8997541666030884,0.049763645976781845,0.9510361552238464,-0.41373884677886963,-0.8942316770553589,-0.05298067629337311,0.9605394601821899,-0.6178324222564697,-1.122435212135315,0.1667371243238449,0.14581996202468872,-0.4089306890964508,-1.1150844097137451,0.020935850217938423,0.17596788704395294,-0.5972850918769836,-1.3278886079788208,-0.4576542377471924,0.0033661469351500273,-0.41455259919166565,-1.3237882852554321,-0.58843594789505,0.003193030832335353,-0.6008366942405701,-1.3555103540420532,-0.4956342577934265,0.004689027555286884,-0.4148527979850769,-1.3531111478805542,-0.6178176403045654,0.003926889039576054,-0.5636662840843201,-1.390734076499939,-0.10798826068639755,0.0009207846596837044,-0.4256402254104614,-1.3849942684173584,-0.19336028397083282,0.0008611627272330225
-0.5217517018318176,-0.4848201870918274,0.7395122051239014,1.0,-0.543883740901947,-0.4665258228778839,0.6829672455787659,1.0,-0.5575981736183167,-0.466382771730423,0.6827141642570496,0.9999070167541504,-0.5715952515602112,-0.46623918414115906,0.6826024651527405,1.0,-0.5049490332603455,-0.46764522790908813,0.6693341135978699,1.0,-0.49140575528144836,-0.4678055942058563,0.6698555946350098,0.9998679161071777,-0.4778781831264496,-0.4681670665740967,0.6705241203308105,1.0,-0.5967262983322144,-0.4774198532104492,0.3581320643424988,0.9999094009399414,-0.4658897817134857,-0.47873756289482117,0.2783752381801605,0.999920129776001,-0.5508434176445007,-0.5052937269210815,0.6201934218406677,0.9997720122337341,-0.49942028522491455,-0.5059669613838196,0.5964339971542358,0.9996552467346191,-0.7016639709472656,-0.5765010714530945,0.15323340892791748,0.9998935461044312,-0.3723198175430298,-0.578849196434021,0.10491523146629333,0.9994231462478638,-0.9354261755943298,-0.594135046005249,0.48970967531204224,0.9991533756256104,-0.10410252213478088,-0.6035049557685852,0.5333055853843689,0.9980370402336121,-0.848341166973114,-0.4686709940433502,0.9207561612129211,0.9991220831871033,-0.175791934132576,-0.46594882011413574,0.9633277058601379,0.9972289204597473,-0.8369097113609314,-0.4344038963317871,1.0584205389022827,0.9915720224380493,-0.1864858865737915,-0.4258357286453247,1.0793567895889282,0.979504406452179,-0.7993572354316711,-0.43119141459465027,0.9816777110099792,0.989617645740509,-0.22287963330745697,-0.4240366816520691,1.018447995185852,0.9755157232284546,-0.7929710149765015,-0.4507072865962982,0.9109905958175659,0.9901801347732544,-0.2346494346857071,-0.446210116147995,0.9605306386947632,0.9780144691467285,-0.6227211356163025,-0.8991830348968506,0.04988786205649376,0.9674930572509766,-0.4133337438106537,-0.8927903175354004,-0.05310247465968132,0.9726458191871643,-0.6175051927566528,-1.1209702491760254,0.17957715690135956,0.11955535411834717,-0.4077506959438324,-1.1123751401901245,0.02207084745168686,0.13121473789215088,-0.5967047810554504,-1.3250441551208496,-0.4117443859577179,0.00277964910492301,-0.41274720430374146,-1.3186769485473633,-0.5607976913452148,0.0024402623530477285,-0.6003550887107849,-1.3525196313858032,-0.44608643651008606,0.004364122170954943,-0.41309288144111633,-1.3480908870697021,-0.5888115763664246,0.0034799911081790924,-0.5608569979667664,-1.3882733583450317,-0.06696585565805435,0.0008030705503188074,-0.42135781049728394,-1.38010573387146,-0.188723623752594,0.0007040465716272593
-0.5217540264129639,-0.48488733172416687,0.7455949187278748,1.0,-0.5439268350601196,-0.4665299355983734,0.6892847418785095,1.0,-0.5576867461204529,-0.46637311577796936,0.6890506744384766,0.9999163150787354,-0.5717279314994812,-0.46621274948120117,0.6888858079910278,1.0,-0.5050094723701477,-0.4676874279975891,0.6769861578941345,1.0,-0.491453617811203,-0.4678595960140228,0.6774860620498657,0.9998489618301392,-0.4778982996940613,-0.46823638677597046,0.6781501770019531,1.0,-0.5969398021697998,-0.47759684920310974,0.3654209077358246,0.9999309778213501,-0.46614933013916016,-0.47900089621543884,0.27973002195358276,0.9999097585678101,-0.5509815812110901,-0.5053686499595642,0.6219514608383179,0.9997555613517761,-0.499542772769928,-0.5061005353927612,0.6001502871513367,0.9995753169059753,-0.7016236186027527,-0.5768730044364929,0.16969676315784454,0.9998819828033447,-0.3731595575809479,-0.5789690017700195,0.09530758857727051,0.9988479614257812,-0.9354373216629028,-0.5872283577919006,0.4802507162094116,0.9984633922576904,-0.10472577065229416,-0.597978949546814,0.46778661012649536,0.9968358874320984,-0.8465352654457092,-0.461717426776886,0.8397693634033203,0.9979321956634521,-0.1765856295824051,-0.4617002606391907,0.8710798025131226,0.9954532384872437,-0.8340458869934082,-0.4270036220550537,0.9761938452720642,0.9822095632553101,-0.18857526779174805,-0.4217977821826935,0.985595166683197,0.9684792757034302,-0.796815037727356,-0.4256872832775116,0.8974077701568604,0.9774066209793091,-0.22462581098079681,-0.42075198888778687,0.9308996796607971,0.9628815650939941,-0.790848970413208,-0.44527995586395264,0.8297775387763977,0.978789746761322,-0.2355879545211792,-0.44284629821777344,0.8714239597320557,0.9666251540184021,-0.6216880679130554,-0.8988897204399109,0.06021978706121445,0.9657179117202759,-0.4135506749153137,-0.8923412561416626,-0.06322827190160751,0.9641607999801636,-0.6171402931213379,-1.1195136308670044,0.1830565482378006,0.16173438727855682,-0.40802496671676636,-1.1118775606155396,-0.007653098553419113,0.13471217453479767,-0.5966217517852783,-1.3252171277999878,-0.4074946641921997,0.0038648354820907116,-0.4133484661579132,-1.3183408975601196,-0.5873872637748718,0.0030604940839111805,-0.6009085178375244,-1.3528701066970825,-0.441864013671875,0.005966660100966692,-0.4137442708015442,-1.3475704193115234,-0.6171553730964661,0.004905315116047859,-0.5558106303215027,-1.3895376920700073,-0.05937371402978897,0.0010303966701030731,-0.4210461378097534,-1.3800872564315796,-0.22507025301456451,0.0008907060837373137
